block_key,store_name
cms-block-email--availability-notification--html,BR
cms-block-email--availability-notification--text,BR
cms-block-email--gift-card-delivery--html,BR
cms-block-email--gift-card-delivery--text,BR
cms-block-email--gift-card-usage--html,BR
cms-block-email--gift-card-usage--text,BR
cms-block-email--newsletter-subscribed--html,BR
cms-block-email--newsletter-subscribed--text,BR
cms-block-email--newsletter-unsubscribed--html,BR
cms-block-email--newsletter-unsubscribed--text,BR
cms-block-email--order-confirmation--html,BR
cms-block-email--order-in-processing--text,BR
cms-block-email--order-in-processing--html,BR
cms-block-email--order-confirmation--text,BR
cms-block-email--order-shipped--html,BR
cms-block-email--order-shipped--text,BR
cms-block-email--shipping-confirmation--html,BR
cms-block-email--shipping-confirmation--text,BR
blck-1,CO
blck-2,CO
blck-3,CO
blck-4,CO
blck-5,CO
blck-6,CO
blck-7,CO
blck-8,CO
blck-nav-desktop,CO
blck-nav-mobile,CO
blck-nav-footer,CO
cms-block-email--customer-registration--html,CO
cms-block-email--customer-registration--text,CO
cms-block-email--customer-registration_token--html,CO
cms-block-email--customer-registration_token--text,CO
cms-block-email--customer-restore-password--html,CO
cms-block-email--customer-restore-password--text,CO
cms-block-email--customer-restored-password-confirmation--html,CO
cms-block-email--customer-restored-password-confirmation--text,CO
cms-block-email--restore-password--html,CO
cms-block-email--restore-password--text,CO
cms-block-email--availability-notification-subscription--html,CO
cms-block-email--availability-notification-subscription--text,CO
cms-block-email--availability-notification-unsubscribed--html,CO
cms-block-email--availability-notification-unsubscribed--text,CO
cms-block-email--availability-notification--html,CO
cms-block-email--availability-notification--text,CO
cms-block-email--gift-card-delivery--html,CO
cms-block-email--gift-card-delivery--text,CO
cms-block-email--gift-card-usage--html,CO
cms-block-email--gift-card-usage--text,CO
cms-block-email--newsletter-subscribed--html,CO
cms-block-email--newsletter-subscribed--text,CO
cms-block-email--newsletter-unsubscribed--html,CO
cms-block-email--newsletter-unsubscribed--text,CO
cms-block-email--order-confirmation--html,CO
cms-block-email--order-in-processing--text,CO
cms-block-email--order-in-processing--html,CO
cms-block-email--order-confirmation--text,CO
cms-block-email--order-shipped--html,CO
cms-block-email--order-shipped--text,CO
cms-block-email--shipping-confirmation--html,CO
cms-block-email--shipping-confirmation--text,CO
blck-1,MX
blck-2,MX
blck-3,MX
blck-4,MX
blck-5,MX
blck-6,MX
blck-7,MX
blck-8,MX
blck-nav-desktop,MX
blck-nav-mobile,MX
blck-nav-footer,MX
cms-block-email--customer-registration--html,MX
cms-block-email--customer-registration--text,MX
cms-block-email--customer-registration_token--html,MX
cms-block-email--customer-registration_token--text,MX
cms-block-email--customer-restore-password--html,MX
cms-block-email--customer-restore-password--text,MX
cms-block-email--customer-restored-password-confirmation--html,MX
cms-block-email--customer-restored-password-confirmation--text,MX
cms-block-email--restore-password--html,MX
cms-block-email--restore-password--text,MX
cms-block-email--availability-notification-subscription--html,MX
cms-block-email--availability-notification-subscription--text,MX
cms-block-email--availability-notification-unsubscribed--html,MX
cms-block-email--availability-notification-unsubscribed--text,MX
cms-block-email--availability-notification--html,MX
cms-block-email--availability-notification--text,MX
cms-block-email--gift-card-delivery--html,MX
cms-block-email--gift-card-delivery--text,MX
cms-block-email--gift-card-usage--html,MX
cms-block-email--gift-card-usage--text,MX
cms-block-email--newsletter-subscribed--html,MX
cms-block-email--newsletter-subscribed--text,MX
cms-block-email--newsletter-unsubscribed--html,MX
cms-block-email--newsletter-unsubscribed--text,MX
cms-block-email--order-confirmation--html,MX
cms-block-email--order-in-processing--text,MX
cms-block-email--order-in-processing--html,MX
cms-block-email--order-confirmation--text,MX
cms-block-email--order-shipped--html,MX
cms-block-email--order-shipped--text,MX
cms-block-email--shipping-confirmation--html,MX
cms-block-email--shipping-confirmation--text,MX
