block_key,store_name
cms-block-email--order-confirmation--text,HK
cms-block-email--order-shipped--html,HK
cms-block-email--order-shipped--text,HK
cms-block-email--shipping-confirmation--html,HK
cms-block-email--shipping-confirmation--text,HK
blck-1,AU
blck-2,AU
blck-3,AU
blck-4,AU
blck-5,AU
blck-6,AU
blck-7,AU
blck-8,AU
blck-nav-desktop,AU
blck-nav-mobile,AU
blck-nav-footer,AU
cms-block-email--customer-registration--html,AU
cms-block-email--customer-registration--text,AU
cms-block-email--customer-registration_token--html,AU
cms-block-email--customer-registration_token--text,AU
cms-block-email--customer-restore-password--html,AU
cms-block-email--customer-restore-password--text,AU
cms-block-email--customer-restored-password-confirmation--html,AU
cms-block-email--customer-restored-password-confirmation--text,AU
cms-block-email--restore-password--html,AU
cms-block-email--restore-password--text,AU
cms-block-email--availability-notification-subscription--html,AU
cms-block-email--availability-notification-subscription--text,AU
cms-block-email--availability-notification-unsubscribed--html,AU
cms-block-email--availability-notification-unsubscribed--text,AU
cms-block-email--availability-notification--html,AU
cms-block-email--availability-notification--text,AU
cms-block-email--gift-card-delivery--html,AU
cms-block-email--gift-card-delivery--text,AU
cms-block-email--gift-card-usage--html,AU
cms-block-email--gift-card-usage--text,AU
cms-block-email--newsletter-subscribed--html,AU
cms-block-email--newsletter-subscribed--text,AU
cms-block-email--newsletter-unsubscribed--html,AU
cms-block-email--newsletter-unsubscribed--text,AU
cms-block-email--order-confirmation--html,AU
cms-block-email--order-in-processing--text,AU
cms-block-email--order-in-processing--html,AU
cms-block-email--order-confirmation--text,AU
cms-block-email--order-shipped--html,AU
cms-block-email--order-shipped--text,AU
cms-block-email--shipping-confirmation--html,AU
cms-block-email--shipping-confirmation--text,AU
blck-1,NZ
blck-2,NZ
blck-3,NZ
blck-4,NZ
blck-5,NZ
blck-6,NZ
blck-7,NZ
blck-8,NZ
blck-nav-desktop,NZ
blck-nav-mobile,NZ
blck-nav-footer,NZ
cms-block-email--customer-registration--html,NZ
cms-block-email--customer-registration--text,NZ
cms-block-email--customer-registration_token--html,NZ
cms-block-email--customer-registration_token--text,NZ
cms-block-email--customer-restore-password--html,NZ
cms-block-email--customer-restore-password--text,NZ
cms-block-email--customer-restored-password-confirmation--html,NZ
cms-block-email--customer-restored-password-confirmation--text,NZ
cms-block-email--restore-password--html,NZ
cms-block-email--restore-password--text,NZ
cms-block-email--availability-notification-subscription--html,NZ
cms-block-email--availability-notification-subscription--text,NZ
cms-block-email--availability-notification-unsubscribed--html,NZ
cms-block-email--availability-notification-unsubscribed--text,NZ
cms-block-email--availability-notification--html,NZ
cms-block-email--availability-notification--text,NZ
cms-block-email--gift-card-delivery--html,NZ
cms-block-email--gift-card-delivery--text,NZ
cms-block-email--gift-card-usage--html,NZ
cms-block-email--gift-card-usage--text,NZ
cms-block-email--newsletter-subscribed--html,NZ
cms-block-email--newsletter-subscribed--text,NZ
cms-block-email--newsletter-unsubscribed--html,NZ
cms-block-email--newsletter-unsubscribed--text,NZ
cms-block-email--order-confirmation--html,NZ
cms-block-email--order-in-processing--text,NZ
cms-block-email--order-in-processing--html,NZ
cms-block-email--order-confirmation--text,NZ
cms-block-email--order-shipped--html,NZ
cms-block-email--order-shipped--text,NZ
cms-block-email--shipping-confirmation--html,NZ
cms-block-email--shipping-confirmation--text,NZ
blck-1,PH
blck-2,PH
blck-3,PH
blck-4,PH
blck-5,PH
blck-6,PH
blck-7,PH
blck-8,PH
blck-nav-desktop,PH
blck-nav-mobile,PH
blck-nav-footer,PH
cms-block-email--customer-registration--html,PH
cms-block-email--customer-registration--text,PH
cms-block-email--customer-registration_token--html,PH
cms-block-email--customer-registration_token--text,PH
cms-block-email--customer-restore-password--html,PH
cms-block-email--customer-restore-password--text,PH
cms-block-email--customer-restored-password-confirmation--html,PH
cms-block-email--customer-restored-password-confirmation--text,PH
cms-block-email--restore-password--html,PH
cms-block-email--restore-password--text,PH
cms-block-email--availability-notification-subscription--html,PH
cms-block-email--availability-notification-subscription--text,PH
cms-block-email--availability-notification-unsubscribed--html,PH
cms-block-email--availability-notification-unsubscribed--text,PH
cms-block-email--availability-notification--html,PH
cms-block-email--availability-notification--text,PH
cms-block-email--gift-card-delivery--html,PH
cms-block-email--gift-card-delivery--text,PH
cms-block-email--gift-card-usage--html,PH
cms-block-email--gift-card-usage--text,PH
cms-block-email--newsletter-subscribed--html,PH
cms-block-email--newsletter-subscribed--text,PH
cms-block-email--newsletter-unsubscribed--html,PH
cms-block-email--newsletter-unsubscribed--text,PH
cms-block-email--order-confirmation--html,PH
cms-block-email--order-in-processing--text,PH
cms-block-email--order-in-processing--html,PH
cms-block-email--order-confirmation--text,PH
cms-block-email--order-shipped--html,PH
cms-block-email--order-shipped--text,PH
cms-block-email--shipping-confirmation--html,PH
cms-block-email--shipping-confirmation--text,PH
blck-1,TH
blck-2,TH
blck-3,TH
blck-4,TH
blck-5,TH
blck-6,TH
blck-7,TH
blck-8,TH
blck-nav-desktop,TH
blck-nav-mobile,TH
blck-nav-footer,TH
cms-block-email--customer-registration--html,TH
cms-block-email--customer-registration--text,TH
cms-block-email--customer-registration_token--html,TH
cms-block-email--customer-registration_token--text,TH
cms-block-email--customer-restore-password--html,TH
cms-block-email--customer-restore-password--text,TH
cms-block-email--customer-restored-password-confirmation--html,TH
cms-block-email--customer-restored-password-confirmation--text,TH
cms-block-email--restore-password--html,TH
cms-block-email--restore-password--text,TH
cms-block-email--availability-notification-subscription--html,TH
cms-block-email--availability-notification-subscription--text,TH
cms-block-email--availability-notification-unsubscribed--html,TH
cms-block-email--availability-notification-unsubscribed--text,TH
cms-block-email--availability-notification--html,TH
cms-block-email--availability-notification--text,TH
cms-block-email--gift-card-delivery--html,TH
cms-block-email--gift-card-delivery--text,TH
cms-block-email--gift-card-usage--html,TH
cms-block-email--gift-card-usage--text,TH
cms-block-email--newsletter-subscribed--html,TH
cms-block-email--newsletter-subscribed--text,TH
cms-block-email--newsletter-unsubscribed--html,TH
cms-block-email--newsletter-unsubscribed--text,TH
cms-block-email--order-confirmation--html,TH
cms-block-email--order-in-processing--text,TH
cms-block-email--order-in-processing--html,TH
cms-block-email--order-confirmation--text,TH
cms-block-email--order-shipped--html,TH
cms-block-email--order-shipped--text,TH
cms-block-email--shipping-confirmation--html,TH
cms-block-email--shipping-confirmation--text,TH
blck-1,MO
blck-2,MO
blck-3,MO
blck-4,MO
blck-5,MO
blck-6,MO
blck-7,MO
blck-8,MO
blck-nav-desktop,MO
blck-nav-mobile,MO
blck-nav-footer,MO
cms-block-email--customer-registration--html,MO
cms-block-email--customer-registration--text,MO
cms-block-email--customer-registration_token--html,MO
cms-block-email--customer-registration_token--text,MO
cms-block-email--customer-restore-password--html,MO
cms-block-email--customer-restore-password--text,MO
cms-block-email--customer-restored-password-confirmation--html,MO
cms-block-email--customer-restored-password-confirmation--text,MO
cms-block-email--restore-password--html,MO
cms-block-email--restore-password--text,MO
cms-block-email--availability-notification-subscription--html,MO
cms-block-email--availability-notification-subscription--text,MO
cms-block-email--availability-notification-unsubscribed--html,MO
cms-block-email--availability-notification-unsubscribed--text,MO
cms-block-email--availability-notification--html,MO
cms-block-email--availability-notification--text,MO
cms-block-email--gift-card-delivery--html,MO
cms-block-email--gift-card-delivery--text,MO
cms-block-email--gift-card-usage--html,MO
cms-block-email--gift-card-usage--text,MO
cms-block-email--newsletter-subscribed--html,MO
cms-block-email--newsletter-subscribed--text,MO
cms-block-email--newsletter-unsubscribed--html,MO
cms-block-email--newsletter-unsubscribed--text,MO
cms-block-email--order-confirmation--html,MO
cms-block-email--order-in-processing--text,MO
cms-block-email--order-in-processing--html,MO
cms-block-email--order-confirmation--text,MO
cms-block-email--order-shipped--html,MO
cms-block-email--order-shipped--text,MO
cms-block-email--shipping-confirmation--html,MO
cms-block-email--shipping-confirmation--text,MO
