key,translation,locale
customer.order.priceToPay,Somme,fr_FR
discount.internal.shopping_points,Points de shopping,fr_FR
error.429,Trop de demandes,fr_FR
merchant_product_offer.sold_by,Vendu par,fr_FR
merchant_product_offer.view_seller,Voir le vendeur,fr_FR
merchant_profile.address,Adresse,fr_FR
merchant_profile.cancellation_policy,Politique d'annulation,fr_FR
merchant_profile.delivery_time,Heure de livraison,fr_FR
merchant_profile.email,Adresse e-mail,fr_FR
merchant_profile.imprint,Imprimer,fr_FR
merchant_profile.phone,Téléphone,fr_FR
merchant_profile.privacy,La confidentialité des données,fr_FR
merchant_profile.terms_and_conditions,termes et conditions,fr_FR
oms.state.calculating_refund,Calcul de remboursement,fr_FR
oms.state.failed,Échoué,fr_FR
oms.state.myworld_payment_pending,MyWorld Paiement en attente,fr_FR
oms.state.my_world_refunded,Myworld remboursé,fr_FR
oms.state.my_world_refund_due_to_payment_failure,Remboursement myworld en raison de l'échec du paiement,fr_FR
oms.state.my_world_refund_failed,MyWorld Remboursement a échoué,fr_FR
oms.state.processing_refund,Remboursement de traitement,fr_FR
oms.state.ready_for_refund,Prêt pour le remboursement,fr_FR
oms.state.refunded,Remboursé,fr_FR
oms.state.refund_failed,Remboursement a échoué,fr_FR
oms.state.refund_pending,Remboursement en attente,fr_FR
oms.state.refund_pending_next_try,En attente de remboursement suivant essayer,fr_FR
oms.state.reserved,Réservé,fr_FR
oms.state.turnover-cancelled,Le chiffre d'affaires annulé,fr_FR
oms.state.validating_refund,Valider le remboursement,fr_FR
page.checkout.payment.3d_secure_text,"Assurez-vous que la carte de crédit que vous avez entrée a été vérifiée pour le nouveau système sécurisé 3D. Sans cette vérification, la transaction ne sera pas possible, pour plus d'informations, veuillez contacter votre fournisseur de carte de crédit.",fr_FR
payment.payment_method.adyen_credit_card,Carte de crédit,fr_FR
payment.payment_method.benefit_vouchers,Avantage Voucher,fr_FR
payment.payment_method.cashback,Remboursement,fr_FR
payment.payment_method.dummy_prepayment,Prépaiement,fr_FR
payment.payment_method.e_voucher,évènement,fr_FR
payment.payment_method.e_voucher_marketer,myworld evoucher (marketing),fr_FR
payment.payment_method.paid,Payé,fr_FR
payment.payment_provider.adyen,Adyen,fr_FR
payment.payment_provider.my_world,Mon monde,fr_FR
payment.payment_provider.nopayment,Pas de paiement,fr_FR
pdp.include.tax,incl. Impôt,fr_FR
pdp.price,Prix,fr_FR
pdp.price.benefit_voucher_price,Offre de bons d'avantage,fr_FR
pdp.price.regular_price,Prix ​​habituel,fr_FR
pdp.price.shopping_points_price,Point de shopping,fr_FR
product.filter.merchant_name,marchande,fr_FR
product_detail_page.benefit_price.benefit_amount,max skip@skip.amount.ski.com,fr_FR
product_detail_page.desclaimer_text,Desclaimer,fr_FR
product_item.benefit_deal.or,ou,fr_FR
security_blocker_page.error.account_blocked,Trop de journal tentatives de votre adresse. Veuillez patienter %minutes% minutes avant d'essayer à nouveau.,fr_FR
validator.check.phone,Numéro de téléphone invalide,fr_FR
wishlist.wishlist,Λίστα επιθυμιών,el_GR
wishlist.validation.error.name.already_exists,Μια λίστα επιθυμιών με το ίδιο όνομα υπάρχει ήδη.,el_GR
wishlist.title,Λίστα επιθυμιών,el_GR
wishlist.form.save,Αποθηκεύσετε,el_GR
whishlist.whishlist,Λάτρεις,el_GR
whishlist.remove,Αφαιρώ,el_GR
whishlist.reduce,Περιορίζω,el_GR
whishlist.move.to.cart,Μετακίνηση στο καλάθι,el_GR
whishlist.increase,Αυξάνουν,el_GR
validator.constraints.password.do_not_match,Οι κωδικοί πρόσβασης δεν ταιριάζουν,el_GR
validator.check.phone,Μη έγκυρος αριθμός τηλεφώνου,el_GR
validation.zip_code,Αυτό το πεδίο πρέπει να περιέχει ακριβώς 5 ψηφία.,el_GR
validation.not_blank,Αυτή η τιμή δεν πρέπει να είναι κενή.,el_GR
validation.min_length,Αυτό το πεδίο πρέπει να είναι τουλάχιστον {{limit}} χαρακτήρες.,el_GR
validation.invalid_date,Η ημερομηνία θα πρέπει να είναι σε σωστή μορφή% s.,el_GR
validation.email,Αυτή η τιμή δεν είναι έγκυρη διεύθυνση ηλεκτρονικού ταχυδρομείου.,el_GR
validation.choice,Η βαθμολογία του προϊόντος πρέπει να επιλεγεί.,el_GR
validation.address_number,Αυτή η τιμή δεν είναι έγκυρη (αποδεκτή μορφή π.χ.: 12C).,el_GR
smartphones.category.link,/ EN / TELECOM - & - Πλοήγηση / Smartphones,el_GR
shopping_list_page.dismiss_confirmation.trying_to_dismiss,Είστε βέβαιοι ότι εσείς τι να απορρίψετε την λίστα αγορών;,el_GR
shopping_list_page.dismiss.success,Ο κατάλογος αγορών απορρίφθηκε με επιτυχία.,el_GR
shopping_list_page.dismiss.failed,Ο κατάλογος αγορών δεν απορρίφθηκε.,el_GR
shopping_list_add_items_widget.add_to_shopping_list,Προσθήκη στη λίστα αγορών,el_GR
shopping_list.shopping_list,Λίστα με τα ψώνια,el_GR
shopping_list.remove_all_items,Αφαίρεση όλων,el_GR
shopping_list.not_applicable,N / a,el_GR
shopping_list.item_quantity,Ποσότητα,el_GR
shopping_list.item_note.add,Προσθέστε μια σημείωση +,el_GR
shopping_list.item_note,Σημείωση:,el_GR
shopping_list.cart.items_add.success,Τα στοιχεία προστέθηκαν στη λίστα,el_GR
shopping_list.cart.items_add.failed,Δεν ήταν δυνατή η προσθήκη στοιχείων στη λίστα,el_GR
shipping.address.validation.is_missing,Η διεύθυνση αποστολής λείπει,el_GR
shipping.address.country.validation.not_found,Διεύθυνση αποστολής Χώρα που δεν βρέθηκε για κωδικό χώρας: %code%,el_GR
shipment.validation.not_found,Η μέθοδος αποστολής δεν βρέθηκε.,el_GR
shipment.standart.name,Απλή Αποστολή,el_GR
shipment.standart.description,2-4 εργάσιμες ημέρες,el_GR
shipment.lead.time,Χρόνος παράδοσης: Περίπου. 3-7 εργάσιμες ημέρες,el_GR
shipment.international.parcel.service,Διεθνείς υπηρεσίες δεμάτων,el_GR
shipment.hermes,Ερμής,el_GR
shipment.express.name,Εξπρές,el_GR
shipment.express.description,24-48 ώρες (εργάσιμες ημέρες),el_GR
shipment.dpd,Dpd,el_GR
shipment.dhl.paket.name,Πακέτο,el_GR
shipment.dhl.paket.description,"Το DHL Paket είναι η εύκολη, οικονομικά προσιτή, γρήγορη και αξιόπιστη υπηρεσία αποστολής σε περισσότερες από 220 χώρες σε όλο τον κόσμο.",el_GR
shipment.dhl.express.name,Εξπρές,el_GR
shipment.dhl.express.description,Η δύναμή μας 100.000 εργαζόμενων εργαζομένων εργάζεται σε όλο τον κόσμο. Τοπική τεχνογνωσία και το μοναδικό μας δίκτυο μας κάνουν τους διεθνείς ειδικούς σας.,el_GR
shipment.dhl,Dhl,el_GR
shared_cart_widget.share_list.shared_with,Το καλάθι μοιράστηκε με,el_GR
shared_cart_widget.share_list.permission,Επίπεδο πρόσβασης,el_GR
shared_cart_widget.share_list.customer_name,Ονομα πελάτη,el_GR
shared_cart_widget.share_list.actions,Ενέργειες,el_GR
shared_cart_widget.share_list.action.unshare,Άσπρο καλάθι,el_GR
shared_cart_widget.cart.unshare,Άσπρο καλάθι,el_GR
shared_cart_widget.cart.share,Μετοχή καλαθιού,el_GR
shared_cart_widget.cart.dismiss,Απολύω,el_GR
shared_cart_widget.add_product.separate,Προσθέστε ως ξεχωριστό στοιχείο,el_GR
shared_cart_page.unshare.success,Το καλάθι ήταν επιτυχώς απογοητευμένο,el_GR
shared_cart_page.share.success,Το καλάθι μοιράστηκε με επιτυχία,el_GR
shared_cart.share_list.permissions.READ_ONLY,Μόνο για ανάγνωση,el_GR
shared_cart.share_list.permissions.NO_ACCESS,Καμία πρόσβαση,el_GR
shared_cart.share_list.permissions.FULL_ACCESS,Πλήρης πρόσβαση,el_GR
shared_cart.share.form.users,Χρήστες,el_GR
shared_cart.share.error.already_exist,Το καλάθι ήταν ήδη κοινόχρηστο με αυτόν τον πελάτη,el_GR
shared_cart.share.breadcrumbs.shopping_carts,Καροτσάκια,el_GR
shared_cart.share.breadcrumbs.share,Μερίδιο,el_GR
shared_cart.form.share_cart.title,"Καλάθι μετοχών """" cart_name """"",el_GR
shared_cart.form.share_cart,Μετοχή καλαθιού,el_GR
shared_cart.form.share_button,Μερίδιο,el_GR
shared_cart.form.select_permissions,Επιλέξτε Επίπεδο πρόσβασης,el_GR
shared_cart.form.select_customer,Επιλέξτε Πελάτη,el_GR
shared_cart.form.save_button,Αποθηκεύσετε,el_GR
shared_cart.form.data_empty,Δεν υπάρχουν χρήστες με τους οποίους μπορείτε να μοιραστείτε το καλάθι αγορών.,el_GR
shared_cart.form.customer,Ονομα πελάτη,el_GR
security_blocker_page.error.account_blocked,Πάρα πολλοί σύνδεσμοι προσπαθειών από τη διεύθυνσή σας. Παρακαλώ περιμένετε %minutes% λεπτά πριν δοκιμάσετε ξανά.,el_GR
samsung.search.link,/ en / αναζήτηση? Q = samsung,el_GR
sales_product_bundle_widget.returnable_text,Επιστροφή μέχρι:,el_GR
sales_product_bundle_widget.returnable_state,Δεν επιστρέφεται,el_GR
sales_product_bundle_widget.quantity,Ποσότητα:,el_GR
sales_product_bundle_widget.item_sku,Sku:,el_GR
sales_product_bundle_widget.item.options,Επιλογές προϊόντων:,el_GR
sales_configured_bundle_widget.success.items_added_to_cart_as_individual_products,Παρακαλείστε να σημειώσετε ότι τα στοιχεία από τη διαμορφωμένη δέσμη προστέθηκαν στο καλάθι ως μεμονωμένα προϊόντα.,el_GR
sales_configured_bundle_widget.returnable_state,Δεν επιστρέφεται,el_GR
sales_configured_bundle_widget.quantity,Ποσότητα:,el_GR
sales.error.order_cannot_be_canceled_due_to_wrong_item_state,Η παραγγελία δεν μπορεί να ακυρωθεί λόγω λανθασμένης κατάστασης του στοιχείου.,el_GR
sales.error.customer_order_not_found,Η εντολή του πελάτη δεν βρέθηκε.,el_GR
sales-order-threshold.strategy.soft-minimum-threshold-flexible-fee,Προσαύξηση,el_GR
sales-order-threshold.strategy.soft-minimum-threshold-fixed-fee,Προσαύξηση,el_GR
sales-order-threshold.soft-minimum-threshold.de.eur.message,"Πρέπει να προσθέσετε αντικείμενα για το {{κατώφλι}} για να περάσετε ένα συνιστώμενο όριο, αλλά αν θέλετε να προχωρήσετε στο checkout.",el_GR
sales-order-threshold.soft-minimum-threshold.de.chf.message,"Πρέπει να προσθέσετε αντικείμενα για το {{κατώφλι}} για να περάσετε ένα συνιστώμενο όριο, αλλά αν θέλετε να προχωρήσετε στο checkout.",el_GR
sales-order-threshold.hard-minimum-threshold.de.eur.message,Θα πρέπει να προσθέσετε στοιχεία για το {{όριο}} για να περάσετε ένα συνιστώμενο όριο. Δεν μπορείτε να προχωρήσετε με το checkout,el_GR
sales-order-threshold.hard-minimum-threshold.de.chf.message,Θα πρέπει να προσθέσετε στοιχεία για το {{όριο}} για να περάσετε ένα συνιστώμενο όριο. Δεν μπορείτε να προχωρήσετε με το checkout,el_GR
sales-order-threshold.hard-maximum-threshold.de.eur.message,Η τιμή του καλαθιού δεν μπορεί να είναι υψηλότερη από το {{κατώφλι}}. Καταργήστε κάποια στοιχεία για να προχωρήσετε με την παραγγελία,el_GR
sales-order-threshold.hard-maximum-threshold.de.chf.message,Η τιμή του καλαθιού δεν μπορεί να είναι υψηλότερη από το {{κατώφλι}}. Καταργήστε κάποια στοιχεία για να προχωρήσετε με την παραγγελία,el_GR
sales-order-threshold.expense.name,Προσαύξηση,el_GR
return_page.title,Δημιουργία επιστροφής,el_GR
return_page.table.actions,-,el_GR
return_page.slip.total_price,Συνολικό ποσό,el_GR
return_page.slip.return_reference,Επιστροφή Ref,el_GR
return_page.slip.return_reason,Επιστρέψτε τον λόγο,el_GR
return_page.slip.return_date,Ημερομηνία επιστροφής,el_GR
return_page.slip.remuneration_total,Σύνολο αμοιβών,el_GR
return_page.slip.quantity,Κτύπος,el_GR
return_page.slip.product_sku,Προϊόν SKU,el_GR
return_page.slip.product_name,Ονομασία προϊόντος,el_GR
return_page.slip.order_reference,Παραγγελία αναφορών,el_GR
return_page.slip.items_to_return,Αντικείμενα που επιστρέφουν,el_GR
return_page.slip.default_price,Προεπιλεγμένη τιμή,el_GR
return_page.slip.barcode,Γραμμωτός κώδικας,el_GR
return_page.returnable_state,Δεν επιστρέφεται,el_GR
return_page.return_reference,Επιστροφή Ref:,el_GR
return_page.return_reasons.title,Λόγος:,el_GR
return_page.return_reasons.select_reason.placeholder,Επιλέξτε Λόγος,el_GR
return_page.return_reasons.empty,-,el_GR
return_page.return_reasons.custom_reason.placeholder,Προσαρμοσμένος λόγος,el_GR
return_page.return_date,Ημερομηνία επιστροφής:,el_GR
return_page.return.view_return,Προβολή επιστροφής,el_GR
return_page.return.title,Δημιουργία επιστροφής,el_GR
return_page.return.return_ref,Αναφορά επιστροφής,el_GR
return_page.return.print_return,Εκτύπωση,el_GR
return_page.return.order_ref,Παρατηρήστε την αναφορά,el_GR
return_page.return.number_of_items,Αριθμός αντικειμένων,el_GR
return_page.return.items_state,Στοιχεία κατάσταση,el_GR
return_page.return.date,Ημερομηνία επιστροφής,el_GR
return_page.return.created,Η επιστροφή δημιουργήθηκε με επιτυχία,el_GR
return_page.quantity,Ποσότητα:,el_GR
return_page.order_reference,Παραγγελία Ref:,el_GR
return_page.order_date,Ημερομηνία παραγγελίας:,el_GR
return_page.list.title,Επιστρέφει,el_GR
return_page.item_sku,Sku:,el_GR
return_page.item.options,Επιλογές προϊόντων:,el_GR
return_page.details.total.remuneration_total,Σύνολο αμοιβών,el_GR
return_page.details.total.items_to_return.count,αντικείμενα,el_GR
return_page.details.total.items_to_return,Αντικείμενα που επιστρέφουν,el_GR
return_page.details.page_title,Λεπτομέρειες επιστροφής,el_GR
return_page.details.actions.print_slip,Εκτύπωση,el_GR
return_page.details.actions.back_to_list,Πίσω στη λίστα,el_GR
return_page.default_title,Επιστρέφει,el_GR
return_page.create_return.validation.selected_items,Πρέπει να επιλεγεί τουλάχιστον ένα προϊόν.,el_GR
return_page.create_return.select_all_checkbox,Επιλογή όλων,el_GR
return_page.button_text,Δημιουργία επιστροφής,el_GR
return_page.button.return_list,Επιστρέφει,el_GR
return_page.button.create_return,ΕΠΙΣΤΡΟΦΗ,el_GR
return_page.breadcrumb.returns,Επιστρέφει,el_GR
return_page.breadcrumb.create_return,Δημιουργία επιστροφής,el_GR
return_page.account.no_return,Δεν επιστρέφει αυτή τη στιγμή,el_GR
return.return_reasons.wrong-item.name,Λάθος πράγμα,el_GR
return.return_reasons.no_longer_needed.name,Δεν είναι πια απαραίτητο,el_GR
return.return_reasons.damaged.name,Σκάρτος,el_GR
return.return_policy.returnable_till.message,Επιστροφή μέχρι: %date%,el_GR
return.create_return.validation.store_error,Η επιστροφή δεν μπορεί να δημιουργηθεί - έχει επιλεγεί ένα λάθος κατάστημα,el_GR
return.create_return.validation.returnable_items_error,Η επιστροφή δεν μπορεί να δημιουργηθεί καθώς περιέχει μη επιστρεφόμενα στοιχεία,el_GR
return.create_return.validation.items_error,Η επιστροφή δεν μπορεί να κριθεί για αυτό το σύνολο αντικειμένων,el_GR
replacement_for_widget.replacement_for,Αντικατάσταση για,el_GR
reorder.info.restricted-product.removed,Το στοιχείο %sku% δεν μπορούσε να προστεθεί στο καλάθι επειδή απενεργοποιήθηκε.,el_GR
remove,Αφαιρώ,el_GR
quick-order.paste-order.title,Επικολλήστε την παραγγελία σας,el_GR
quick-order.paste-order.input-placeholder.copy-paste-order,Επικολλήστε την παραγγελία σας εδώ,el_GR
quick-order.paste-order.errors.text-order-format-incorrect,Η μορφή παραγγελίας είναι εσφαλμένη.,el_GR
quick-order.paste-order.errors.parser.separator-not-detected,Ο διαχωριστής δεν ορίζεται.,el_GR
quick-order.paste-order.description,"Αντιγράψτε και επικολλήστε την παραγγελία σας με το στοιχείο # και την ποσότητα που χωρίζονται από κενά, ερωτηματικά ή κόμματα.",el_GR
quick-order.paste-order.button.verify,Επαληθεύω,el_GR
