block_key,store_name
cms-block-email--shipping-confirmation--text,BE
blck-1,IE
blck-2,IE
blck-3,IE
blck-4,IE
blck-5,IE
blck-6,IE
blck-7,IE
blck-8,IE
blck-nav-desktop,IE
blck-nav-mobile,IE
blck-nav-footer,IE
cms-block-email--customer-registration--html,IE
cms-block-email--customer-registration--text,IE
cms-block-email--customer-registration_token--html,IE
cms-block-email--customer-registration_token--text,IE
cms-block-email--customer-restore-password--html,IE
cms-block-email--customer-restore-password--text,IE
cms-block-email--customer-restored-password-confirmation--html,IE
cms-block-email--customer-restored-password-confirmation--text,IE
cms-block-email--restore-password--html,IE
cms-block-email--restore-password--text,IE
cms-block-email--availability-notification-subscription--html,IE
cms-block-email--availability-notification-subscription--text,IE
cms-block-email--availability-notification-unsubscribed--html,IE
cms-block-email--availability-notification-unsubscribed--text,IE
cms-block-email--availability-notification--html,IE
cms-block-email--availability-notification--text,IE
cms-block-email--gift-card-delivery--html,IE
cms-block-email--gift-card-delivery--text,IE
cms-block-email--gift-card-usage--html,IE
cms-block-email--gift-card-usage--text,IE
cms-block-email--newsletter-subscribed--html,IE
cms-block-email--newsletter-subscribed--text,IE
cms-block-email--newsletter-unsubscribed--html,IE
cms-block-email--newsletter-unsubscribed--text,IE
cms-block-email--order-confirmation--html,IE
cms-block-email--order-in-processing--text,IE
cms-block-email--order-in-processing--html,IE
cms-block-email--order-confirmation--text,IE
cms-block-email--order-shipped--html,IE
cms-block-email--order-shipped--text,IE
cms-block-email--shipping-confirmation--html,IE
cms-block-email--shipping-confirmation--text,IE
blck-1,NL
blck-2,NL
blck-3,NL
blck-4,NL
blck-5,NL
blck-6,NL
blck-7,NL
blck-8,NL
blck-nav-desktop,NL
blck-nav-mobile,NL
blck-nav-footer,NL
cms-block-email--customer-registration--html,NL
cms-block-email--customer-registration--text,NL
cms-block-email--customer-registration_token--html,NL
cms-block-email--customer-registration_token--text,NL
cms-block-email--customer-restore-password--html,NL
cms-block-email--customer-restore-password--text,NL
cms-block-email--customer-restored-password-confirmation--html,NL
cms-block-email--customer-restored-password-confirmation--text,NL
cms-block-email--restore-password--html,NL
cms-block-email--restore-password--text,NL
cms-block-email--availability-notification-subscription--html,NL
cms-block-email--availability-notification-subscription--text,NL
cms-block-email--availability-notification-unsubscribed--html,NL
cms-block-email--availability-notification-unsubscribed--text,NL
cms-block-email--availability-notification--html,NL
cms-block-email--availability-notification--text,NL
cms-block-email--gift-card-delivery--html,NL
cms-block-email--gift-card-delivery--text,NL
cms-block-email--gift-card-usage--html,NL
cms-block-email--gift-card-usage--text,NL
cms-block-email--newsletter-subscribed--html,NL
cms-block-email--newsletter-subscribed--text,NL
cms-block-email--newsletter-unsubscribed--html,NL
cms-block-email--newsletter-unsubscribed--text,NL
cms-block-email--order-confirmation--html,NL
cms-block-email--order-in-processing--text,NL
cms-block-email--order-in-processing--html,NL
cms-block-email--order-confirmation--text,NL
cms-block-email--order-shipped--html,NL
cms-block-email--order-shipped--text,NL
cms-block-email--shipping-confirmation--html,NL
cms-block-email--shipping-confirmation--text,NL
