product.value_73,product_price.price_type,product_abstract_store.store_name,product_price.currency,product.value_75,product_price.price_data.volume_prices,concrete_sku,product.value_10
TRUE,DEFAULT,IT,EUR,1508,,14824_A292454,MER000001
TRUE,DEFAULT,IT,EUR,1513,,14824_A292454,MER000002
TRUE,DEFAULT,IT,EUR,1518,,14824_A292452,MER000001
TRUE,DEFAULT,IT,EUR,1523,,14824_A292452,MER000002
TRUE,DEFAULT,IT,EUR,1528,,14824_A292446,MER000001
TRUE,DEFAULT,IT,EUR,1533,,14824_A292445,MER000001
TRUE,DEFAULT,IT,EUR,1538,,14824_A292445,MER000002
TRUE,DEFAULT,IT,EUR,1543,,14824_A292443,MER000001
TRUE,DEFAULT,IT,EUR,1548,,14824_A292440,MER000001
TRUE,DEFAULT,IT,EUR,1553,,14824_A292440,MER000002
TRUE,DEFAULT,IT,EUR,1558,,14824_A292436,MER000001
TRUE,DEFAULT,IT,EUR,1563,,14824_A292436,MER000002
TRUE,DEFAULT,IT,EUR,1568,,14824_A292240,MER000001
TRUE,DEFAULT,IT,EUR,1573,,14824_A290666,MER000001
TRUE,DEFAULT,IT,EUR,1578,,14824_A290666,MER000002
TRUE,DEFAULT,IT,EUR,1583,,14824_A290659,MER000001
TRUE,DEFAULT,IT,EUR,1588,,14824_A290659,MER000002
TRUE,DEFAULT,IT,EUR,1593,,14824_A290659,MER000006
TRUE,DEFAULT,IT,EUR,1598,,14824_A290655,MER000001
TRUE,DEFAULT,IT,EUR,1603,,14824_A290655,MER000002
TRUE,DEFAULT,IT,EUR,1608,,14824_A290646,MER000001
TRUE,DEFAULT,IT,EUR,1613,,14824_A290646,MER000002
TRUE,DEFAULT,IT,EUR,1618,,14824_A290646,MER000006
TRUE,DEFAULT,IT,EUR,1623,,14824_A290630,MER000001
TRUE,DEFAULT,IT,EUR,1628,,14824_A290630,MER000002
TRUE,DEFAULT,IT,EUR,1633,,14824_A290630,MER000006
TRUE,DEFAULT,IT,EUR,1638,,14824_A289603,MER000001
TRUE,DEFAULT,IT,EUR,1643,,14824_A289536,MER000001
TRUE,DEFAULT,IT,EUR,1648,,14824_A289536,MER000002
TRUE,DEFAULT,IT,EUR,1653,,14824_A289529,MER000001
TRUE,DEFAULT,IT,EUR,1658,,14824_A289529,MER000002
TRUE,DEFAULT,IT,EUR,1663,,14824_A289464,MER000001
TRUE,DEFAULT,IT,EUR,1668,,14824_A289450,MER000001
TRUE,DEFAULT,IT,EUR,1673,,14824_A289443,MER000001
TRUE,DEFAULT,IT,EUR,1678,,14824_A289443,MER000002
TRUE,DEFAULT,IT,EUR,1683,,14824_A289443,MER000006
TRUE,DEFAULT,IT,EUR,1688,,14824_A289442,MER000001
TRUE,DEFAULT,IT,EUR,1693,,14824_A289442,MER000002
TRUE,DEFAULT,IT,EUR,1698,,14824_A289442,MER000006
TRUE,DEFAULT,IT,EUR,1703,,14824_A289418,MER000001
TRUE,DEFAULT,IT,EUR,1708,,14824_A289418,MER000002
TRUE,DEFAULT,IT,EUR,1713,,14824_A289418,MER000006
TRUE,DEFAULT,IT,EUR,1718,,14824_A289414,MER000001
TRUE,DEFAULT,IT,EUR,1723,,14824_A289413,MER000001
TRUE,DEFAULT,IT,EUR,1728,,14824_A289403,MER000001
TRUE,DEFAULT,IT,EUR,1733,,14824_A289400,MER000001
TRUE,DEFAULT,IT,EUR,1738,,14824_A289400,MER000002
TRUE,DEFAULT,IT,EUR,1743,,14824_A289400,MER000006
TRUE,DEFAULT,IT,EUR,1748,,14824_A289393,MER000001
TRUE,DEFAULT,IT,EUR,1753,,14824_A289393,MER000002
TRUE,DEFAULT,IT,EUR,1758,,14824_A289393,MER000006
TRUE,DEFAULT,IT,EUR,1763,,14824_A289389,MER000001
TRUE,DEFAULT,IT,EUR,1768,,14824_A289385,MER000001
TRUE,DEFAULT,IT,EUR,1773,,14824_A289385,MER000002
TRUE,DEFAULT,IT,EUR,1778,,14824_A289384,MER000001
TRUE,DEFAULT,IT,EUR,1783,,14824_A289384,MER000002
TRUE,DEFAULT,IT,EUR,1788,,14824_A289373,MER000001
TRUE,DEFAULT,IT,EUR,1793,,14824_A289362,MER000001
TRUE,DEFAULT,IT,EUR,1798,,14824_A289362,MER000002
TRUE,DEFAULT,IT,EUR,1803,,14824_A289362,MER000006
TRUE,DEFAULT,IT,EUR,1808,,14824_A289356,MER000001
TRUE,DEFAULT,IT,EUR,1813,,14824_A289356,MER000002
TRUE,DEFAULT,IT,EUR,1818,,14824_A289356,MER000006
TRUE,DEFAULT,IT,EUR,1823,,14824_A284480,MER000001
TRUE,DEFAULT,IT,EUR,1828,,14824_A284243,MER000001
TRUE,DEFAULT,IT,EUR,1833,,14824_A284243,MER000002
TRUE,DEFAULT,IT,EUR,1838,,14824_A284243,MER000006
TRUE,DEFAULT,IT,EUR,1843,,14824_A284237,MER000001
TRUE,DEFAULT,IT,EUR,1848,,14824_A284237,MER000002
TRUE,DEFAULT,IT,EUR,1853,,14824_A284237,MER000006
TRUE,DEFAULT,IT,EUR,1858,,14824_A284236,MER000001
TRUE,DEFAULT,IT,EUR,1863,,14824_A284236,MER000002
TRUE,DEFAULT,IT,EUR,1868,,14824_A284236,MER000006
TRUE,DEFAULT,IT,EUR,1873,,14824_A284037,MER000001
TRUE,DEFAULT,IT,EUR,1878,,14824_A284037,MER000002
TRUE,DEFAULT,IT,EUR,1883,,14824_A284002,MER000001
TRUE,DEFAULT,IT,EUR,1888,,14824_A284002,MER000002
TRUE,DEFAULT,IT,EUR,1893,,14824_A284001,MER000001
TRUE,DEFAULT,IT,EUR,1898,,14824_A283980,MER000001
TRUE,DEFAULT,IT,EUR,1903,,14824_A283980,MER000002
TRUE,DEFAULT,IT,EUR,1908,,14824_A283980,MER000006
TRUE,DEFAULT,IT,EUR,1913,,14824_A282165,MER000001
TRUE,DEFAULT,IT,EUR,1918,,14824_A282165,MER000002
TRUE,DEFAULT,IT,EUR,1923,,14824_A282165,MER000006
TRUE,DEFAULT,IT,EUR,1928,,14824_A279508,MER000001
TRUE,DEFAULT,IT,EUR,1933,,14824_A278022,MER000001
TRUE,DEFAULT,IT,EUR,1938,,14824_A277473,MER000001
TRUE,DEFAULT,IT,EUR,1943,,14824_A277473,MER000002
TRUE,DEFAULT,IT,EUR,1948,,14824_A277473,MER000006
TRUE,DEFAULT,IT,EUR,1953,,14824_A277286,MER000001
TRUE,DEFAULT,IT,EUR,1958,,14824_A277286,MER000002
TRUE,DEFAULT,IT,EUR,1963,,14824_A277286,MER000006
TRUE,DEFAULT,IT,EUR,1968,,14824_A277282,MER000001
TRUE,DEFAULT,IT,EUR,1973,,14824_A277282,MER000002
TRUE,DEFAULT,IT,EUR,1978,,14824_A277282,MER000006
TRUE,DEFAULT,IT,EUR,1983,,14824_A276655,MER000001
TRUE,DEFAULT,IT,EUR,1988,,14824_A276655,MER000002
TRUE,DEFAULT,IT,EUR,1993,,14824_A276655,MER000006
TRUE,DEFAULT,IT,EUR,1998,,14824_A273294,MER000001
TRUE,DEFAULT,IT,EUR,2003,,14824_A272644,MER000001
TRUE,DEFAULT,IT,EUR,2008,,14824_A272640,MER000001
TRUE,DEFAULT,IT,EUR,2013,,14824_A272640,MER000002
TRUE,DEFAULT,IT,EUR,2018,,14824_A272640,MER000006
TRUE,DEFAULT,IT,EUR,2023,,14824_A269725,MER000001
TRUE,DEFAULT,IT,EUR,2028,,14824_A268175,MER000001
TRUE,DEFAULT,IT,EUR,2033,,14824_A268175,MER000002
TRUE,DEFAULT,IT,EUR,2038,,14824_A268175,MER000006
TRUE,DEFAULT,IT,EUR,2043,,14824_A266732,MER000001
TRUE,DEFAULT,IT,EUR,2048,,14824_A266732,MER000002
TRUE,DEFAULT,IT,EUR,2053,,14824_A266732,MER000006
TRUE,DEFAULT,IT,EUR,2058,,14824_A265440,MER000001
TRUE,DEFAULT,IT,EUR,2063,,14824_A265440,MER000002
TRUE,DEFAULT,IT,EUR,2068,,14824_A262400,MER000001
TRUE,DEFAULT,IT,EUR,2073,,14824_A262400,MER000002
TRUE,DEFAULT,IT,EUR,2078,,14824_A262399,MER000001
TRUE,DEFAULT,IT,EUR,2083,,14824_A262399,MER000002
TRUE,DEFAULT,IT,EUR,2088,,14824_A262154,MER000001
TRUE,DEFAULT,IT,EUR,2093,,14824_A262154,MER000002
TRUE,DEFAULT,IT,EUR,2098,,14824_A260793,MER000001
TRUE,DEFAULT,IT,EUR,2103,,14824_A260793,MER000002
TRUE,DEFAULT,IT,EUR,2108,,14824_A260790,MER000001
TRUE,DEFAULT,IT,EUR,2113,,14824_A260790,MER000002
TRUE,DEFAULT,IT,EUR,2118,,14824_A253807,MER000001
TRUE,DEFAULT,IT,EUR,2123,,14824_A246914,MER000001
TRUE,DEFAULT,IT,EUR,2128,,14824_A246901,MER000001
TRUE,DEFAULT,IT,EUR,2133,,14824_A241856,MER000001
TRUE,DEFAULT,IT,EUR,2138,,14824_A240754,MER000001
TRUE,DEFAULT,IT,EUR,2143,,14824_A240754,MER000002
TRUE,DEFAULT,IT,EUR,2148,,14824_A240754,MER000006
TRUE,DEFAULT,IT,EUR,2153,,14824_A240617,MER000001
TRUE,DEFAULT,IT,EUR,2158,,14824_A240617,MER000002
TRUE,DEFAULT,IT,EUR,2163,,14824_A240617,MER000006
TRUE,DEFAULT,IT,EUR,2168,,14824_A222010,MER000001
TRUE,DEFAULT,IT,EUR,2173,,14824_A222010,MER000002
TRUE,DEFAULT,IT,EUR,2178,,14824_A222010,MER000006
TRUE,DEFAULT,IT,EUR,2183,,14824_A221785,MER000001
TRUE,DEFAULT,IT,EUR,2188,,14824_A210101,MER000001
TRUE,DEFAULT,IT,EUR,2193,,14824_A210097,MER000001
TRUE,DEFAULT,IT,EUR,2198,,14824_A210097,MER000002
TRUE,DEFAULT,IT,EUR,2203,,14824_A210097,MER000006
TRUE,DEFAULT,IT,EUR,2208,,14824_A192719,MER000001
TRUE,DEFAULT,IT,EUR,2213,,14824_A187629,MER000001
TRUE,DEFAULT,IT,EUR,2218,,14824_A160278,MER000001
TRUE,DEFAULT,IT,EUR,2223,,14824_A160278,MER000002
TRUE,DEFAULT,IT,EUR,2228,,14824_A160278,MER000006
TRUE,DEFAULT,IT,EUR,2233,,14824_A160230,MER000001
TRUE,DEFAULT,IT,EUR,2238,,14824_A160230,MER000002
TRUE,DEFAULT,IT,EUR,2243,,14824_A160230,MER000006
TRUE,DEFAULT,IT,EUR,2248,,14824_A143799,MER000001
TRUE,DEFAULT,IT,EUR,2253,,14824_A143799,MER000002
TRUE,DEFAULT,IT,EUR,2258,,14824_A143799,MER000006
TRUE,DEFAULT,IT,EUR,2263,,14824_A143747,MER000001
TRUE,DEFAULT,IT,EUR,2268,,14824_A143747,MER000002
TRUE,DEFAULT,IT,EUR,2273,,14824_A143747,MER000006
TRUE,DEFAULT,IT,EUR,2278,,14824_A134763,MER000001
TRUE,DEFAULT,IT,EUR,2283,,14824_A134763,MER000002
TRUE,DEFAULT,IT,EUR,2288,,14824_A134430,MER000001
TRUE,DEFAULT,IT,EUR,2293,,14824_A092456,MER000001
TRUE,DEFAULT,IT,EUR,2298,,14824_A092456,MER000002
TRUE,DEFAULT,IT,EUR,2303,,14824_A092456,MER000006
TRUE,DEFAULT,IT,EUR,2308,,14824_A055473,MER000001
TRUE,DEFAULT,IT,EUR,2313,,14824_A050664,MER000001
TRUE,DEFAULT,IT,EUR,2318,,14824_A050664,MER000002
TRUE,DEFAULT,IT,EUR,2323,,14824_A050603,MER000001
TRUE,DEFAULT,IT,EUR,2328,,14824_A050603,MER000002
TRUE,DEFAULT,IT,EUR,2333,,14824_A050602,MER000001
TRUE,DEFAULT,IT,EUR,2338,,14824_A050602,MER000002
TRUE,DEFAULT,IT,EUR,2343,,14824_A044240,MER000001
TRUE,DEFAULT,IT,EUR,2348,,14824_A042121,MER000001
TRUE,DEFAULT,IT,EUR,2353,,14824_A042121,MER000002
TRUE,DEFAULT,IT,EUR,2358,,14824_A033484,MER000001
TRUE,DEFAULT,IT,EUR,2363,,14824_A029359,MER000001
TRUE,DEFAULT,IT,EUR,2368,,14824_A021150,MER000001
TRUE,DEFAULT,IT,EUR,2373,,14824_A007052,MER000001
TRUE,DEFAULT,IT,EUR,2378,,14824_A007052,MER000002
TRUE,DEFAULT,IT,EUR,2383,,14824_A007052,MER000006
TRUE,DEFAULT,IT,EUR,2388,,14824_A007044,MER000001
TRUE,DEFAULT,IT,EUR,2393,,14824_A004605,MER000001
TRUE,DEFAULT,IT,EUR,2398,,14824_A004605,MER000002
TRUE,DEFAULT,IT,EUR,2403,,14824_A004605,MER000006
TRUE,DEFAULT,IT,EUR,2408,,14824_A004599,MER000001
TRUE,DEFAULT,IT,EUR,2413,,14824_A004599,MER000002
TRUE,DEFAULT,IT,EUR,2418,,14824_A004599,MER000006
TRUE,ORIGINAL,IT,EUR,2423,,14824_A299574,MER000001
TRUE,ORIGINAL,IT,EUR,2428,,14824_A299574,MER000002
TRUE,ORIGINAL,IT,EUR,2433,,14824_A299509,MER000001
TRUE,ORIGINAL,IT,EUR,2438,,14824_A299444,MER000001
TRUE,ORIGINAL,IT,EUR,2443,,14824_A298579,MER000001
TRUE,ORIGINAL,IT,EUR,2448,,14824_A298575,MER000001
TRUE,ORIGINAL,IT,EUR,2453,,14824_A298573,MER000001
TRUE,ORIGINAL,IT,EUR,2458,,14824_A298561,MER000001
TRUE,ORIGINAL,IT,EUR,2463,,14824_A298560,MER000001
TRUE,ORIGINAL,IT,EUR,2468,,14824_A295392,MER000001
TRUE,ORIGINAL,IT,EUR,2473,,14824_A295392,MER000002
TRUE,ORIGINAL,IT,EUR,2478,,14824_A295382,MER000001
TRUE,ORIGINAL,IT,EUR,2483,,14824_A295382,MER000002
TRUE,ORIGINAL,IT,EUR,2488,,14824_A295352,MER000001
TRUE,ORIGINAL,IT,EUR,2493,,14824_A293175,MER000001
TRUE,ORIGINAL,IT,EUR,2498,,14824_A293175,MER000002
TRUE,ORIGINAL,IT,EUR,2503,,14824_A293173,MER000001
TRUE,ORIGINAL,IT,EUR,2508,,14824_A293173,MER000002
TRUE,ORIGINAL,IT,EUR,2513,,14824_A293172,MER000001
TRUE,ORIGINAL,IT,EUR,2518,,14824_A293172,MER000002
TRUE,ORIGINAL,IT,EUR,2523,,14824_A293171,MER000001
TRUE,ORIGINAL,IT,EUR,2528,,14824_A293171,MER000002
TRUE,ORIGINAL,IT,EUR,2533,,14824_A293169,MER000001
TRUE,ORIGINAL,IT,EUR,2538,,14824_A293169,MER000002
TRUE,ORIGINAL,IT,EUR,2543,,14824_A293169,MER000006
TRUE,ORIGINAL,IT,EUR,2548,,14824_A293167,MER000001
TRUE,ORIGINAL,IT,EUR,2553,,14824_A293167,MER000002
TRUE,ORIGINAL,IT,EUR,2558,,14824_A293167,MER000006
TRUE,ORIGINAL,IT,EUR,2563,,14824_A293161,MER000001
TRUE,ORIGINAL,IT,EUR,2568,,14824_A293161,MER000002
TRUE,ORIGINAL,IT,EUR,2573,,14824_A293123,MER000001
TRUE,ORIGINAL,IT,EUR,2578,,14824_A293123,MER000002
TRUE,ORIGINAL,IT,EUR,2583,,14824_A293123,MER000006
TRUE,ORIGINAL,IT,EUR,2588,,14824_A293116,MER000001
TRUE,ORIGINAL,IT,EUR,2593,,14824_A293097,MER000001
TRUE,ORIGINAL,IT,EUR,2598,,14824_A293097,MER000002
TRUE,ORIGINAL,IT,EUR,2603,,14824_A293097,MER000006
TRUE,ORIGINAL,IT,EUR,2608,,14824_A293085,MER000001
TRUE,ORIGINAL,IT,EUR,2613,,14824_A293085,MER000002
TRUE,ORIGINAL,IT,EUR,2618,,14824_A293084,MER000001
TRUE,ORIGINAL,IT,EUR,2623,,14824_A293084,MER000002
TRUE,ORIGINAL,IT,EUR,2628,,14824_A293084,MER000006
TRUE,ORIGINAL,IT,EUR,2633,,14824_A292487,MER000001
TRUE,ORIGINAL,IT,EUR,2638,,14824_A292487,MER000002
TRUE,ORIGINAL,IT,EUR,2643,,14824_A292477,MER000001
TRUE,ORIGINAL,IT,EUR,2648,,14824_A292477,MER000002
TRUE,ORIGINAL,IT,EUR,2653,,14824_A292472,MER000001
TRUE,ORIGINAL,IT,EUR,2658,,14824_A292464,MER000001
TRUE,ORIGINAL,IT,EUR,2663,,14824_A292464,MER000002
TRUE,ORIGINAL,IT,EUR,2668,,14824_A292463,MER000001
TRUE,ORIGINAL,IT,EUR,2673,,14824_A292463,MER000002
TRUE,ORIGINAL,IT,EUR,2678,,14824_A292454,MER000001
TRUE,ORIGINAL,IT,EUR,2683,,14824_A292454,MER000002
TRUE,ORIGINAL,IT,EUR,2688,,14824_A292452,MER000001
TRUE,ORIGINAL,IT,EUR,2693,,14824_A292452,MER000002
TRUE,ORIGINAL,IT,EUR,2698,,14824_A292446,MER000001
TRUE,ORIGINAL,IT,EUR,2703,,14824_A292445,MER000001
TRUE,ORIGINAL,IT,EUR,2708,,14824_A292445,MER000002
TRUE,ORIGINAL,IT,EUR,2713,,14824_A292443,MER000001
TRUE,ORIGINAL,IT,EUR,2718,,14824_A292440,MER000001
TRUE,ORIGINAL,IT,EUR,2723,,14824_A292440,MER000002
TRUE,ORIGINAL,IT,EUR,2728,,14824_A292436,MER000001
TRUE,ORIGINAL,IT,EUR,2733,,14824_A292436,MER000002
TRUE,ORIGINAL,IT,EUR,2738,,14824_A292240,MER000001
TRUE,ORIGINAL,IT,EUR,2743,,14824_A290666,MER000001
TRUE,ORIGINAL,IT,EUR,2748,,14824_A290666,MER000002
TRUE,ORIGINAL,IT,EUR,2753,,14824_A290659,MER000001
TRUE,ORIGINAL,IT,EUR,2758,,14824_A290659,MER000002
TRUE,ORIGINAL,IT,EUR,2763,,14824_A290659,MER000006
TRUE,ORIGINAL,IT,EUR,2768,,14824_A290655,MER000001
TRUE,ORIGINAL,IT,EUR,2773,,14824_A290655,MER000002
TRUE,ORIGINAL,IT,EUR,2778,,14824_A290646,MER000001
TRUE,ORIGINAL,IT,EUR,2783,,14824_A290646,MER000002
TRUE,ORIGINAL,IT,EUR,2788,,14824_A290646,MER000006
TRUE,ORIGINAL,IT,EUR,2793,,14824_A290630,MER000001
TRUE,ORIGINAL,IT,EUR,2798,,14824_A290630,MER000002
TRUE,ORIGINAL,IT,EUR,2803,,14824_A290630,MER000006
TRUE,ORIGINAL,IT,EUR,2808,,14824_A289603,MER000001
TRUE,ORIGINAL,IT,EUR,2813,,14824_A289536,MER000001
TRUE,ORIGINAL,IT,EUR,2818,,14824_A289536,MER000002
TRUE,ORIGINAL,IT,EUR,2823,,14824_A289529,MER000001
TRUE,ORIGINAL,IT,EUR,2828,,14824_A289529,MER000002
TRUE,ORIGINAL,IT,EUR,2833,,14824_A289464,MER000001
TRUE,ORIGINAL,IT,EUR,2838,,14824_A289450,MER000001
TRUE,ORIGINAL,IT,EUR,2843,,14824_A289443,MER000001
TRUE,ORIGINAL,IT,EUR,2848,,14824_A289443,MER000002
TRUE,ORIGINAL,IT,EUR,2853,,14824_A289443,MER000006
TRUE,ORIGINAL,IT,EUR,2858,,14824_A289442,MER000001
TRUE,ORIGINAL,IT,EUR,2863,,14824_A289442,MER000002
TRUE,ORIGINAL,IT,EUR,2868,,14824_A289442,MER000006
TRUE,ORIGINAL,IT,EUR,2873,,14824_A289418,MER000001
TRUE,ORIGINAL,IT,EUR,2878,,14824_A289418,MER000002
TRUE,ORIGINAL,IT,EUR,2883,,14824_A289418,MER000006
TRUE,ORIGINAL,IT,EUR,2888,,14824_A289414,MER000001
TRUE,ORIGINAL,IT,EUR,2893,,14824_A289413,MER000001
TRUE,ORIGINAL,IT,EUR,2898,,14824_A289403,MER000001
TRUE,ORIGINAL,IT,EUR,2903,,14824_A289400,MER000001
TRUE,ORIGINAL,IT,EUR,2908,,14824_A289400,MER000002
TRUE,ORIGINAL,IT,EUR,2913,,14824_A289400,MER000006
TRUE,ORIGINAL,IT,EUR,2918,,14824_A289393,MER000001
TRUE,ORIGINAL,IT,EUR,2923,,14824_A289393,MER000002
TRUE,ORIGINAL,IT,EUR,2928,,14824_A289393,MER000006
TRUE,ORIGINAL,IT,EUR,2933,,14824_A289389,MER000001
TRUE,ORIGINAL,IT,EUR,2938,,14824_A289385,MER000001
TRUE,ORIGINAL,IT,EUR,2943,,14824_A289385,MER000002
TRUE,ORIGINAL,IT,EUR,2948,,14824_A289384,MER000001
TRUE,ORIGINAL,IT,EUR,2953,,14824_A289384,MER000002
TRUE,ORIGINAL,IT,EUR,2958,,14824_A289373,MER000001
TRUE,ORIGINAL,IT,EUR,2963,,14824_A289362,MER000001
TRUE,ORIGINAL,IT,EUR,2968,,14824_A289362,MER000002
TRUE,ORIGINAL,IT,EUR,2973,,14824_A289362,MER000006
TRUE,ORIGINAL,IT,EUR,2978,,14824_A289356,MER000001
TRUE,ORIGINAL,IT,EUR,2983,,14824_A289356,MER000002
TRUE,ORIGINAL,IT,EUR,2988,,14824_A289356,MER000006
TRUE,ORIGINAL,IT,EUR,2993,,14824_A284480,MER000001
TRUE,ORIGINAL,IT,EUR,2998,,14824_A284243,MER000001
TRUE,ORIGINAL,IT,EUR,3003,,14824_A284243,MER000002
TRUE,ORIGINAL,IT,EUR,3008,,14824_A284243,MER000006
TRUE,ORIGINAL,IT,EUR,3013,,14824_A284237,MER000001
TRUE,ORIGINAL,IT,EUR,3018,,14824_A284237,MER000002
TRUE,ORIGINAL,IT,EUR,3023,,14824_A284237,MER000006
TRUE,ORIGINAL,IT,EUR,3028,,14824_A284236,MER000001
TRUE,ORIGINAL,IT,EUR,3033,,14824_A284236,MER000002
TRUE,ORIGINAL,IT,EUR,3038,,14824_A284236,MER000006
TRUE,ORIGINAL,IT,EUR,3043,,14824_A284037,MER000001
TRUE,ORIGINAL,IT,EUR,3048,,14824_A284037,MER000002
TRUE,ORIGINAL,IT,EUR,3053,,14824_A284002,MER000001
TRUE,ORIGINAL,IT,EUR,3058,,14824_A284002,MER000002
TRUE,ORIGINAL,IT,EUR,3063,,14824_A284001,MER000001
TRUE,ORIGINAL,IT,EUR,3068,,14824_A283980,MER000001
TRUE,ORIGINAL,IT,EUR,3073,,14824_A283980,MER000002
TRUE,ORIGINAL,IT,EUR,3078,,14824_A283980,MER000006
TRUE,ORIGINAL,IT,EUR,3083,,14824_A282165,MER000001
TRUE,ORIGINAL,IT,EUR,3088,,14824_A282165,MER000002
TRUE,ORIGINAL,IT,EUR,3093,,14824_A282165,MER000006
TRUE,ORIGINAL,IT,EUR,3098,,14824_A279508,MER000001
TRUE,ORIGINAL,IT,EUR,3103,,14824_A278022,MER000001
TRUE,ORIGINAL,IT,EUR,3108,,14824_A277473,MER000001
TRUE,ORIGINAL,IT,EUR,3113,,14824_A277473,MER000002
TRUE,ORIGINAL,IT,EUR,3118,,14824_A277473,MER000006
TRUE,ORIGINAL,IT,EUR,3123,,14824_A277286,MER000001
TRUE,ORIGINAL,IT,EUR,3128,,14824_A277286,MER000002
TRUE,ORIGINAL,IT,EUR,3133,,14824_A277286,MER000006
TRUE,ORIGINAL,IT,EUR,3138,,14824_A277282,MER000001
TRUE,ORIGINAL,IT,EUR,3143,,14824_A277282,MER000002
TRUE,ORIGINAL,IT,EUR,3148,,14824_A277282,MER000006
TRUE,ORIGINAL,IT,EUR,3153,,14824_A276655,MER000001
TRUE,ORIGINAL,IT,EUR,3158,,14824_A276655,MER000002
TRUE,ORIGINAL,IT,EUR,3163,,14824_A276655,MER000006
TRUE,ORIGINAL,IT,EUR,3168,,14824_A273294,MER000001
TRUE,ORIGINAL,IT,EUR,3173,,14824_A272644,MER000001
TRUE,ORIGINAL,IT,EUR,3178,,14824_A272640,MER000001
TRUE,ORIGINAL,IT,EUR,3183,,14824_A272640,MER000002
TRUE,ORIGINAL,IT,EUR,3188,,14824_A272640,MER000006
TRUE,ORIGINAL,IT,EUR,3193,,14824_A269725,MER000001
TRUE,ORIGINAL,IT,EUR,3198,,14824_A268175,MER000001
TRUE,ORIGINAL,IT,EUR,3203,,14824_A268175,MER000002
