block_key,store_name
cms-block-email--availability-notification-unsubscribed--text,AL
cms-block-email--availability-notification--html,AL
cms-block-email--availability-notification--text,AL
cms-block-email--gift-card-delivery--html,AL
cms-block-email--gift-card-delivery--text,AL
cms-block-email--gift-card-usage--html,AL
cms-block-email--gift-card-usage--text,AL
cms-block-email--newsletter-subscribed--html,AL
cms-block-email--newsletter-subscribed--text,AL
cms-block-email--newsletter-unsubscribed--html,AL
cms-block-email--newsletter-unsubscribed--text,AL
cms-block-email--order-confirmation--html,AL
cms-block-email--order-in-processing--text,AL
cms-block-email--order-in-processing--html,AL
cms-block-email--order-confirmation--text,AL
cms-block-email--order-shipped--html,AL
cms-block-email--order-shipped--text,AL
cms-block-email--shipping-confirmation--html,AL
cms-block-email--shipping-confirmation--text,AL
blck-1,XK
blck-2,XK
blck-3,XK
blck-4,XK
blck-5,XK
blck-6,XK
blck-7,XK
blck-8,XK
blck-nav-desktop,XK
blck-nav-mobile,XK
blck-nav-footer,XK
cms-block-email--customer-registration--html,XK
cms-block-email--customer-registration--text,XK
cms-block-email--customer-registration_token--html,XK
cms-block-email--customer-registration_token--text,XK
cms-block-email--customer-restore-password--html,XK
cms-block-email--customer-restore-password--text,XK
cms-block-email--customer-restored-password-confirmation--html,XK
cms-block-email--customer-restored-password-confirmation--text,XK
cms-block-email--restore-password--html,XK
cms-block-email--restore-password--text,XK
cms-block-email--availability-notification-subscription--html,XK
cms-block-email--availability-notification-subscription--text,XK
cms-block-email--availability-notification-unsubscribed--html,XK
cms-block-email--availability-notification-unsubscribed--text,XK
cms-block-email--availability-notification--html,XK
cms-block-email--availability-notification--text,XK
cms-block-email--gift-card-delivery--html,XK
cms-block-email--gift-card-delivery--text,XK
cms-block-email--gift-card-usage--html,XK
cms-block-email--gift-card-usage--text,XK
cms-block-email--newsletter-subscribed--html,XK
cms-block-email--newsletter-subscribed--text,XK
cms-block-email--newsletter-unsubscribed--html,XK
cms-block-email--newsletter-unsubscribed--text,XK
cms-block-email--order-confirmation--html,XK
cms-block-email--order-in-processing--text,XK
cms-block-email--order-in-processing--html,XK
cms-block-email--order-confirmation--text,XK
cms-block-email--order-shipped--html,XK
cms-block-email--order-shipped--text,XK
cms-block-email--shipping-confirmation--html,XK
cms-block-email--shipping-confirmation--text,XK
