category_key,parent_category_key,name.de_DE,name.en_US,meta_title.de_DE,meta_title.en_US,meta_description.de_DE,meta_description.en_US,meta_keywords.de_DE,meta_keywords.en_US,is_active,is_in_menu,is_clickable,is_searchable,is_root,is_main,node_order,template_name,category_image_name.en_US,category_image_name.de_DE
eyelash_curlers,make_up_accessories,"Eyelash Curlers","Eyelash Curlers","Eyelash Curlers","Eyelash Curlers","Eyelash Curlers","Eyelash Curlers","Eyelash Curlers","Eyelash Curlers",1,1,1,1,0,1,90,"Catalog (default)",,
make_up_accessory_sets,make_up_accessories,"Make-Up Accessory Sets","Make-Up Accessory Sets","Make-Up Accessory Sets","Make-Up Accessory Sets","Make-Up Accessory Sets","Make-Up Accessory Sets","Make-Up Accessory Sets","Make-Up Accessory Sets",1,1,1,1,0,1,90,"Catalog (default)",,
make_up_bags,make_up_accessories,"Make-Up Bags","Make-Up Bags","Make-Up Bags","Make-Up Bags","Make-Up Bags","Make-Up Bags","Make-Up Bags","Make-Up Bags",1,1,1,1,0,1,90,"Catalog (default)",,
sharpeners,make_up_accessories,Sharpeners,Sharpeners,Sharpeners,Sharpeners,Sharpeners,Sharpeners,Sharpeners,Sharpeners,1,1,1,1,0,1,90,"Catalog (default)",,
toilet_bags,make_up_accessories,"Toilet Bags","Toilet Bags","Toilet Bags","Toilet Bags","Toilet Bags","Toilet Bags","Toilet Bags","Toilet Bags",1,1,1,1,0,1,90,"Catalog (default)",,
tweezers,make_up_accessories,Tweezers,Tweezers,Tweezers,Tweezers,Tweezers,Tweezers,Tweezers,Tweezers,1,1,1,1,0,1,90,"Catalog (default)",,
nail_care,beauty,"Nail Care","Nail Care","Nail Care","Nail Care","Nail Care","Nail Care","Nail Care","Nail Care",1,1,1,1,0,1,90,"Catalog (default)",,
cuticle_and_nail_scissors,nail_care,"Cuticle & Nail Scissors","Cuticle & Nail Scissors","Cuticle & Nail Scissors","Cuticle & Nail Scissors","Cuticle & Nail Scissors","Cuticle & Nail Scissors","Cuticle & Nail Scissors","Cuticle & Nail Scissors",1,1,1,1,0,1,90,"Catalog (default)",,
manicure_and_painting_accessories,nail_care,"Manicure & Painting Accessories","Manicure & Painting Accessories","Manicure & Painting Accessories","Manicure & Painting Accessories","Manicure & Painting Accessories","Manicure & Painting Accessories","Manicure & Painting Accessories","Manicure & Painting Accessories",1,1,1,1,0,1,90,"Catalog (default)",,
manicure_sets,nail_care,"Manicure Sets","Manicure Sets","Manicure Sets","Manicure Sets","Manicure Sets","Manicure Sets","Manicure Sets","Manicure Sets",1,1,1,1,0,1,90,"Catalog (default)",,
nail_clippers_and_cutters,nail_care,"Nail Clippers & Cutters","Nail Clippers & Cutters","Nail Clippers & Cutters","Nail Clippers & Cutters","Nail Clippers & Cutters","Nail Clippers & Cutters","Nail Clippers & Cutters","Nail Clippers & Cutters",1,1,1,1,0,1,90,"Catalog (default)",,
nail_design,nail_care,"Nail Design","Nail Design","Nail Design","Nail Design","Nail Design","Nail Design","Nail Design","Nail Design",1,1,1,1,0,1,90,"Catalog (default)",,
nail_files,nail_care,"Nail Files","Nail Files","Nail Files","Nail Files","Nail Files","Nail Files","Nail Files","Nail Files",1,1,1,1,0,1,90,"Catalog (default)",,
nail_polish,nail_care,"Nail Polish","Nail Polish","Nail Polish","Nail Polish","Nail Polish","Nail Polish","Nail Polish","Nail Polish",1,1,1,1,0,1,90,"Catalog (default)",,
nail_polish_remover,nail_care,"Nail Polish Remover","Nail Polish Remover","Nail Polish Remover","Nail Polish Remover","Nail Polish Remover","Nail Polish Remover","Nail Polish Remover","Nail Polish Remover",1,1,1,1,0,1,90,"Catalog (default)",,
nail_treatment_sets,nail_care,"Nail Treatment Sets","Nail Treatment Sets","Nail Treatment Sets","Nail Treatment Sets","Nail Treatment Sets","Nail Treatment Sets","Nail Treatment Sets","Nail Treatment Sets",1,1,1,1,0,1,90,"Catalog (default)",,
nail_treatments,nail_care,"Nail Treatments","Nail Treatments","Nail Treatments","Nail Treatments","Nail Treatments","Nail Treatments","Nail Treatments","Nail Treatments",1,1,1,1,0,1,90,"Catalog (default)",,
shaving_and_hair_removal,beauty,"Shaving & Hair Removal","Shaving & Hair Removal","Shaving & Hair Removal","Shaving & Hair Removal","Shaving & Hair Removal","Shaving & Hair Removal","Shaving & Hair Removal","Shaving & Hair Removal",1,1,1,1,0,1,90,"Catalog (default)",,
aftershave,shaving_and_hair_removal,Aftershave,Aftershave,Aftershave,Aftershave,Aftershave,Aftershave,Aftershave,Aftershave,1,1,1,1,0,1,90,"Catalog (default)",,
beard_care,shaving_and_hair_removal,"Beard Care","Beard Care","Beard Care","Beard Care","Beard Care","Beard Care","Beard Care","Beard Care",1,1,1,1,0,1,90,"Catalog (default)",,
beard_trimmers,shaving_and_hair_removal,"Beard Trimmers","Beard Trimmers","Beard Trimmers","Beard Trimmers","Beard Trimmers","Beard Trimmers","Beard Trimmers","Beard Trimmers",1,1,1,1,0,1,90,"Catalog (default)",,
bleaching,shaving_and_hair_removal,Bleaching,Bleaching,Bleaching,Bleaching,Bleaching,Bleaching,Bleaching,Bleaching,1,1,1,1,0,1,90,"Catalog (default)",,
body_hair_trimmers,shaving_and_hair_removal,"Body Hair Trimmers","Body Hair Trimmers","Body Hair Trimmers","Body Hair Trimmers","Body Hair Trimmers","Body Hair Trimmers","Body Hair Trimmers","Body Hair Trimmers",1,1,1,1,0,1,90,"Catalog (default)",,
electric_shavers,shaving_and_hair_removal,"Electric Shavers","Electric Shavers","Electric Shavers","Electric Shavers","Electric Shavers","Electric Shavers","Electric Shavers","Electric Shavers",1,1,1,1,0,1,90,"Catalog (default)",,
epilators,shaving_and_hair_removal,Epilators,Epilators,Epilators,Epilators,Epilators,Epilators,Epilators,Epilators,1,1,1,1,0,1,90,"Catalog (default)",,
hair_removal,shaving_and_hair_removal,"Hair Removal","Hair Removal","Hair Removal","Hair Removal","Hair Removal","Hair Removal","Hair Removal","Hair Removal",1,1,1,1,0,1,90,"Catalog (default)",,
hair_trimmers,shaving_and_hair_removal,"Hair Trimmers","Hair Trimmers","Hair Trimmers","Hair Trimmers","Hair Trimmers","Hair Trimmers","Hair Trimmers","Hair Trimmers",1,1,1,1,0,1,90,"Catalog (default)",,
hand_shavers,shaving_and_hair_removal,"Hand Shavers","Hand Shavers","Hand Shavers","Hand Shavers","Hand Shavers","Hand Shavers","Hand Shavers","Hand Shavers",1,1,1,1,0,1,90,"Catalog (default)",,
hygiene_clipper,shaving_and_hair_removal,"Hygiene Clipper","Hygiene Clipper","Hygiene Clipper","Hygiene Clipper","Hygiene Clipper","Hygiene Clipper","Hygiene Clipper","Hygiene Clipper",1,1,1,1,0,1,90,"Catalog (default)",,
ipl,shaving_and_hair_removal,IPL,IPL,IPL,IPL,IPL,IPL,IPL,IPL,1,1,1,1,0,1,90,"Catalog (default)",,
nose_and_ear_hair_trimmers,shaving_and_hair_removal,"Nose & Ear Hair Trimmers","Nose & Ear Hair Trimmers","Nose & Ear Hair Trimmers","Nose & Ear Hair Trimmers","Nose & Ear Hair Trimmers","Nose & Ear Hair Trimmers","Nose & Ear Hair Trimmers","Nose & Ear Hair Trimmers",1,1,1,1,0,1,90,"Catalog (default)",,
personal_groomer,shaving_and_hair_removal,"Personal Groomer","Personal Groomer","Personal Groomer","Personal Groomer","Personal Groomer","Personal Groomer","Personal Groomer","Personal Groomer",1,1,1,1,0,1,90,"Catalog (default)",,
pre_shave,shaving_and_hair_removal,"Pre Shave","Pre Shave","Pre Shave","Pre Shave","Pre Shave","Pre Shave","Pre Shave","Pre Shave",1,1,1,1,0,1,90,"Catalog (default)",,
sets_and_kits_for_grooming,shaving_and_hair_removal,"Sets & Kits for Grooming","Sets & Kits for Grooming","Sets & Kits for Grooming","Sets & Kits for Grooming","Sets & Kits for Grooming","Sets & Kits for Grooming","Sets & Kits for Grooming","Sets & Kits for Grooming",1,1,1,1,0,1,90,"Catalog (default)",,
shaving,shaving_and_hair_removal,Shaving,Shaving,Shaving,Shaving,Shaving,Shaving,Shaving,Shaving,1,1,1,1,0,1,90,"Catalog (default)",,
shaving_equipment,shaving_and_hair_removal,"Shaving Equipment","Shaving Equipment","Shaving Equipment","Shaving Equipment","Shaving Equipment","Shaving Equipment","Shaving Equipment","Shaving Equipment",1,1,1,1,0,1,90,"Catalog (default)",,
straight_razors,shaving_and_hair_removal,"Straight Razors","Straight Razors","Straight Razors","Straight Razors","Straight Razors","Straight Razors","Straight Razors","Straight Razors",1,1,1,1,0,1,90,"Catalog (default)",,
wax,shaving_and_hair_removal,Wax,Wax,Wax,Wax,Wax,Wax,Wax,Wax,1,1,1,1,0,1,90,"Catalog (default)",,
skin_care,beauty,"Skin Care","Skin Care","Skin Care","Skin Care","Skin Care","Skin Care","Skin Care","Skin Care",1,1,1,1,0,1,90,"Catalog (default)",,
face_care,skin_care,"Face Care","Face Care","Face Care","Face Care","Face Care","Face Care","Face Care","Face Care",1,1,1,1,0,1,90,"Catalog (default)",,
cleavage_care_and_neck_care,face_care,"Cleavage Care & Neck Care","Cleavage Care & Neck Care","Cleavage Care & Neck Care","Cleavage Care & Neck Care","Cleavage Care & Neck Care","Cleavage Care & Neck Care","Cleavage Care & Neck Care","Cleavage Care & Neck Care",1,1,1,1,0,1,90,"Catalog (default)",,
eye_care,face_care,"Eye Care","Eye Care","Eye Care","Eye Care","Eye Care","Eye Care","Eye Care","Eye Care",1,1,1,1,0,1,90,"Catalog (default)",,
facial_masks,face_care,"Facial Masks","Facial Masks","Facial Masks","Facial Masks","Facial Masks","Facial Masks","Facial Masks","Facial Masks",1,1,1,1,0,1,90,"Catalog (default)",,
facial_tonic,face_care,"Facial Tonic","Facial Tonic","Facial Tonic","Facial Tonic","Facial Tonic","Facial Tonic","Facial Tonic","Facial Tonic",1,1,1,1,0,1,90,"Catalog (default)",,
lip_care,face_care,"Lip Care","Lip Care","Lip Care","Lip Care","Lip Care","Lip Care","Lip Care","Lip Care",1,1,1,1,0,1,90,"Catalog (default)",,
moisturising_care,face_care,"Moisturising Care","Moisturising Care","Moisturising Care","Moisturising Care","Moisturising Care","Moisturising Care","Moisturising Care","Moisturising Care",1,1,1,1,0,1,90,"Catalog (default)",,
serum_and_treatment,face_care,"Serum & Treatment","Serum & Treatment","Serum & Treatment","Serum & Treatment","Serum & Treatment","Serum & Treatment","Serum & Treatment","Serum & Treatment",1,1,1,1,0,1,90,"Catalog (default)",,
sets,face_care,Sets,Sets,Sets,Sets,Sets,Sets,Sets,Sets,1,1,1,1,0,1,90,"Catalog (default)",,
hand_care,skin_care,"Hand Care","Hand Care","Hand Care","Hand Care","Hand Care","Hand Care","Hand Care","Hand Care",1,1,1,1,0,1,90,"Catalog (default)",,
hand_care_sets,hand_care,"Hand Care Sets","Hand Care Sets","Hand Care Sets","Hand Care Sets","Hand Care Sets","Hand Care Sets","Hand Care Sets","Hand Care Sets",1,1,1,1,0,1,90,"Catalog (default)",,
hand_cleaning,hand_care,"Hand Cleaning","Hand Cleaning","Hand Cleaning","Hand Cleaning","Hand Cleaning","Hand Cleaning","Hand Cleaning","Hand Cleaning",1,1,1,1,0,1,90,"Catalog (default)",,
hand_lotions_and_gels,hand_care,"Hand Lotions & Gels","Hand Lotions & Gels","Hand Lotions & Gels","Hand Lotions & Gels","Hand Lotions & Gels","Hand Lotions & Gels","Hand Lotions & Gels","Hand Lotions & Gels",1,1,1,1,0,1,90,"Catalog (default)",,
hand_masks_and_serums,hand_care,"Hand Masks & Serums","Hand Masks & Serums","Hand Masks & Serums","Hand Masks & Serums","Hand Masks & Serums","Hand Masks & Serums","Hand Masks & Serums","Hand Masks & Serums",1,1,1,1,0,1,90,"Catalog (default)",,
hand_peelings,hand_care,"Hand Peelings","Hand Peelings","Hand Peelings","Hand Peelings","Hand Peelings","Hand Peelings","Hand Peelings","Hand Peelings",1,1,1,1,0,1,90,"Catalog (default)",,
lips,skin_care,Lips,Lips,Lips,Lips,Lips,Lips,Lips,Lips,1,1,1,1,0,1,90,"Catalog (default)",,
lip_balms,lips,"Lip Balms","Lip Balms","Lip Balms","Lip Balms","Lip Balms","Lip Balms","Lip Balms","Lip Balms",1,1,1,1,0,1,90,"Catalog (default)",,
peeling,lips,Peeling,Peeling,Peeling,Peeling,Peeling,Peeling,Peeling,Peeling,1,1,1,1,0,1,90,"Catalog (default)",,
sun_care,lips,"Sun Care","Sun Care","Sun Care","Sun Care","Sun Care","Sun Care","Sun Care","Sun Care",1,1,1,1,0,1,90,"Catalog (default)",,
make_up_removers,skin_care,"Make-Up Removers","Make-Up Removers","Make-Up Removers","Make-Up Removers","Make-Up Removers","Make-Up Removers","Make-Up Removers","Make-Up Removers",1,1,1,1,0,1,90,"Catalog (default)",,
eye_make_up_removers,make_up_removers,"Eye Make-Up Removers","Eye Make-Up Removers","Eye Make-Up Removers","Eye Make-Up Removers","Eye Make-Up Removers","Eye Make-Up Removers","Eye Make-Up Removers","Eye Make-Up Removers",1,1,1,1,0,1,90,"Catalog (default)",,
after_sun,sun_care,"After Sun","After Sun","After Sun","After Sun","After Sun","After Sun","After Sun","After Sun",1,1,1,1,0,1,90,"Catalog (default)",,
self_tanner,sun_care,Self-Tanner,Self-Tanner,Self-Tanner,Self-Tanner,Self-Tanner,Self-Tanner,Self-Tanner,Self-Tanner,1,1,1,1,0,1,90,"Catalog (default)",,
styling_accessories_and_hair_care,beauty,"Styling, Accessories & Hair Care","Styling, Accessories & Hair Care","Styling, Accessories & Hair Care","Styling, Accessories & Hair Care","Styling, Accessories & Hair Care","Styling, Accessories & Hair Care","Styling, Accessories & Hair Care","Styling, Accessories & Hair Care",1,1,1,1,0,1,90,"Catalog (default)",,
hair_accessories,styling_accessories_and_hair_care,"Hair Accessories","Hair Accessories","Hair Accessories","Hair Accessories","Hair Accessories","Hair Accessories","Hair Accessories","Hair Accessories",1,1,1,1,0,1,90,"Catalog (default)",,
alice_bands,hair_accessories,"Alice Bands","Alice Bands","Alice Bands","Alice Bands","Alice Bands","Alice Bands","Alice Bands","Alice Bands",1,1,1,1,0,1,90,"Catalog (default)",,
barrettes_and_clips,hair_accessories,"Barrettes & Clips","Barrettes & Clips","Barrettes & Clips","Barrettes & Clips","Barrettes & Clips","Barrettes & Clips","Barrettes & Clips","Barrettes & Clips",1,1,1,1,0,1,90,"Catalog (default)",,
bun_rings,hair_accessories,"Bun Rings","Bun Rings","Bun Rings","Bun Rings","Bun Rings","Bun Rings","Bun Rings","Bun Rings",1,1,1,1,0,1,90,"Catalog (default)",,
hair_bands,hair_accessories,"Hair Bands","Hair Bands","Hair Bands","Hair Bands","Hair Bands","Hair Bands","Hair Bands","Hair Bands",1,1,1,1,0,1,90,"Catalog (default)",,
hair_comb_slides,hair_accessories,"Hair Comb Slides","Hair Comb Slides","Hair Comb Slides","Hair Comb Slides","Hair Comb Slides","Hair Comb Slides","Hair Comb Slides","Hair Comb Slides",1,1,1,1,0,1,90,"Catalog (default)",,
hair_pins,hair_accessories,"Hair Pins","Hair Pins","Hair Pins","Hair Pins","Hair Pins","Hair Pins","Hair Pins","Hair Pins",1,1,1,1,0,1,90,"Catalog (default)",,
hair_ties,hair_accessories,"Hair Ties","Hair Ties","Hair Ties","Hair Ties","Hair Ties","Hair Ties","Hair Ties","Hair Ties",1,1,1,1,0,1,90,"Catalog (default)",,
hair_care,styling_accessories_and_hair_care,"Hair Care","Hair Care","Hair Care","Hair Care","Hair Care","Hair Care","Hair Care","Hair Care",1,1,1,1,0,1,90,"Catalog (default)",,
conditioner,hair_care,Conditioner,Conditioner,Conditioner,Conditioner,Conditioner,Conditioner,Conditioner,Conditioner,1,1,1,1,0,1,90,"Catalog (default)",,
hair_care_sets_and_travel_sizes,hair_care,"Hair Care Sets & Travel Sizes","Hair Care Sets & Travel Sizes","Hair Care Sets & Travel Sizes","Hair Care Sets & Travel Sizes","Hair Care Sets & Travel Sizes","Hair Care Sets & Travel Sizes","Hair Care Sets & Travel Sizes","Hair Care Sets & Travel Sizes",1,1,1,1,0,1,90,"Catalog (default)",,
hair_serum_and_oil,hair_care,"Hair Serum & Oil","Hair Serum & Oil","Hair Serum & Oil","Hair Serum & Oil","Hair Serum & Oil","Hair Serum & Oil","Hair Serum & Oil","Hair Serum & Oil",1,1,1,1,0,1,90,"Catalog (default)",,
hair_tonics,hair_care,"Hair Tonics","Hair Tonics","Hair Tonics","Hair Tonics","Hair Tonics","Hair Tonics","Hair Tonics","Hair Tonics",1,1,1,1,0,1,90,"Catalog (default)",,
hair_treatments,hair_care,"Hair Treatments","Hair Treatments","Hair Treatments","Hair Treatments","Hair Treatments","Hair Treatments","Hair Treatments","Hair Treatments",1,1,1,1,0,1,90,"Catalog (default)",,
hair_dressing_equipment,styling_accessories_and_hair_care,"Hair Dressing Equipment","Hair Dressing Equipment","Hair Dressing Equipment","Hair Dressing Equipment","Hair Dressing Equipment","Hair Dressing Equipment","Hair Dressing Equipment","Hair Dressing Equipment",1,1,1,1,0,1,90,"Catalog (default)",,
capes_and_hoods,hair_dressing_equipment,"Capes & Hoods","Capes & Hoods","Capes & Hoods","Capes & Hoods","Capes & Hoods","Capes & Hoods","Capes & Hoods","Capes & Hoods",1,1,1,1,0,1,90,"Catalog (default)",,
hair_foil,hair_dressing_equipment,"Hair Foil","Hair Foil","Hair Foil","Hair Foil","Hair Foil","Hair Foil","Hair Foil","Hair Foil",1,1,1,1,0,1,90,"Catalog (default)",,
hairdressing_towels,hair_dressing_equipment,"Hairdressing Towels","Hairdressing Towels","Hairdressing Towels","Hairdressing Towels","Hairdressing Towels","Hairdressing Towels","Hairdressing Towels","Hairdressing Towels",1,1,1,1,0,1,90,"Catalog (default)",,
hygiene_accessories,hair_dressing_equipment,"Hygiene Accessories","Hygiene Accessories","Hygiene Accessories","Hygiene Accessories","Hygiene Accessories","Hygiene Accessories","Hygiene Accessories","Hygiene Accessories",1,1,1,1,0,1,90,"Catalog (default)",,
salon_equipment,hair_dressing_equipment,"Salon Equipment","Salon Equipment","Salon Equipment","Salon Equipment","Salon Equipment","Salon Equipment","Salon Equipment","Salon Equipment",1,1,1,1,0,1,90,"Catalog (default)",,
section_clips,hair_dressing_equipment,"Section Clips","Section Clips","Section Clips","Section Clips","Section Clips","Section Clips","Section Clips","Section Clips",1,1,1,1,0,1,90,"Catalog (default)",,
tool_boxes,hair_dressing_equipment,"Tool Boxes","Tool Boxes","Tool Boxes","Tool Boxes","Tool Boxes","Tool Boxes","Tool Boxes","Tool Boxes",1,1,1,1,0,1,90,"Catalog (default)",,
training_heads,hair_dressing_equipment,"Training Heads","Training Heads","Training Heads","Training Heads","Training Heads","Training Heads","Training Heads","Training Heads",1,1,1,1,0,1,90,"Catalog (default)",,
hair_dye,styling_accessories_and_hair_care,"Hair Dye","Hair Dye","Hair Dye","Hair Dye","Hair Dye","Hair Dye","Hair Dye","Hair Dye",1,1,1,1,0,1,90,"Catalog (default)",,
colour_accessories,hair_dye,"Colour Accessories","Colour Accessories","Colour Accessories","Colour Accessories","Colour Accessories","Colour Accessories","Colour Accessories","Colour Accessories",1,1,1,1,0,1,90,"Catalog (default)",,
colour_removers,hair_dye,"Colour Removers","Colour Removers","Colour Removers","Colour Removers","Colour Removers","Colour Removers","Colour Removers","Colour Removers",1,1,1,1,0,1,90,"Catalog (default)",,
permanent_colour,hair_dye,"Permanent Colour","Permanent Colour","Permanent Colour","Permanent Colour","Permanent Colour","Permanent Colour","Permanent Colour","Permanent Colour",1,1,1,1,0,1,90,"Catalog (default)",,
semi_permanent_colour,hair_dye,"Semi-Permanent Colour","Semi-Permanent Colour","Semi-Permanent Colour","Semi-Permanent Colour","Semi-Permanent Colour","Semi-Permanent Colour","Semi-Permanent Colour","Semi-Permanent Colour",1,1,1,1,0,1,90,"Catalog (default)",,
hair_styling_products,styling_accessories_and_hair_care,"Hair Styling Products","Hair Styling Products","Hair Styling Products","Hair Styling Products","Hair Styling Products","Hair Styling Products","Hair Styling Products","Hair Styling Products",1,1,1,1,0,1,90,"Catalog (default)",,
hair_mousse,hair_styling_products,"Hair Mousse","Hair Mousse","Hair Mousse","Hair Mousse","Hair Mousse","Hair Mousse","Hair Mousse","Hair Mousse",1,1,1,1,0,1,90,"Catalog (default)",,
hair_spray,hair_styling_products,"Hair Spray","Hair Spray","Hair Spray","Hair Spray","Hair Spray","Hair Spray","Hair Spray","Hair Spray",1,1,1,1,0,1,90,"Catalog (default)",,
heat_protection,hair_styling_products,"Heat Protection","Heat Protection","Heat Protection","Heat Protection","Heat Protection","Heat Protection","Heat Protection","Heat Protection",1,1,1,1,0,1,90,"Catalog (default)",,
pomade_and_wax,hair_styling_products,"Pomade & Wax","Pomade & Wax","Pomade & Wax","Pomade & Wax","Pomade & Wax","Pomade & Wax","Pomade & Wax","Pomade & Wax",1,1,1,1,0,1,90,"Catalog (default)",,
styling_gel_and_cream,hair_styling_products,"Styling Gel & Cream","Styling Gel & Cream","Styling Gel & Cream","Styling Gel & Cream","Styling Gel & Cream","Styling Gel & Cream","Styling Gel & Cream","Styling Gel & Cream",1,1,1,1,0,1,90,"Catalog (default)",,
styling_travel_sizes,hair_styling_products,"Styling Travel-Sizes","Styling Travel-Sizes","Styling Travel-Sizes","Styling Travel-Sizes","Styling Travel-Sizes","Styling Travel-Sizes","Styling Travel-Sizes","Styling Travel-Sizes",1,1,1,1,0,1,90,"Catalog (default)",,
hair_washing,styling_accessories_and_hair_care,"Hair Washing","Hair Washing","Hair Washing","Hair Washing","Hair Washing","Hair Washing","Hair Washing","Hair Washing",1,1,1,1,0,1,90,"Catalog (default)",,
dry_shampoo,hair_washing,"Dry Shampoo","Dry Shampoo","Dry Shampoo","Dry Shampoo","Dry Shampoo","Dry Shampoo","Dry Shampoo","Dry Shampoo",1,1,1,1,0,1,90,"Catalog (default)",,
hair_washing_travel_sizes,hair_washing,"Hair Washing Travel-Sizes","Hair Washing Travel-Sizes","Hair Washing Travel-Sizes","Hair Washing Travel-Sizes","Hair Washing Travel-Sizes","Hair Washing Travel-Sizes","Hair Washing Travel-Sizes","Hair Washing Travel-Sizes",1,1,1,1,0,1,90,"Catalog (default)",,
shampoo,hair_washing,Shampoo,Shampoo,Shampoo,Shampoo,Shampoo,Shampoo,Shampoo,Shampoo,1,1,1,1,0,1,90,"Catalog (default)",,
shower_caps,hair_washing,"Shower Caps","Shower Caps","Shower Caps","Shower Caps","Shower Caps","Shower Caps","Shower Caps","Shower Caps",1,1,1,1,0,1,90,"Catalog (default)",,
styling_tools,styling_accessories_and_hair_care,"Styling Tools","Styling Tools","Styling Tools","Styling Tools","Styling Tools","Styling Tools","Styling Tools","Styling Tools",1,1,1,1,0,1,90,"Catalog (default)",,
combs,styling_tools,Combs,Combs,Combs,Combs,Combs,Combs,Combs,Combs,1,1,1,1,0,1,90,"Catalog (default)",,
crimpers,styling_tools,Crimpers,Crimpers,Crimpers,Crimpers,Crimpers,Crimpers,Crimpers,Crimpers,1,1,1,1,0,1,90,"Catalog (default)",,
curling_tongs,styling_tools,"Curling Tongs","Curling Tongs","Curling Tongs","Curling Tongs","Curling Tongs","Curling Tongs","Curling Tongs","Curling Tongs",1,1,1,1,0,1,90,"Catalog (default)",,
drying_hoods,styling_tools,"Drying Hoods","Drying Hoods","Drying Hoods","Drying Hoods","Drying Hoods","Drying Hoods","Drying Hoods","Drying Hoods",1,1,1,1,0,1,90,"Catalog (default)",,
hair_brushes,styling_tools,"Hair Brushes","Hair Brushes","Hair Brushes","Hair Brushes","Hair Brushes","Hair Brushes","Hair Brushes","Hair Brushes",1,1,1,1,0,1,90,"Catalog (default)",,
hair_dryer_accessories,styling_tools,"Hair Dryer Accessories","Hair Dryer Accessories","Hair Dryer Accessories","Hair Dryer Accessories","Hair Dryer Accessories","Hair Dryer Accessories","Hair Dryer Accessories","Hair Dryer Accessories",1,1,1,1,0,1,90,"Catalog (default)",,
hair_dryers,styling_tools,"Hair Dryers","Hair Dryers","Hair Dryers","Hair Dryers","Hair Dryers","Hair Dryers","Hair Dryers","Hair Dryers",1,1,1,1,0,1,90,"Catalog (default)",,
hair_rollers,styling_tools,"Hair Rollers","Hair Rollers","Hair Rollers","Hair Rollers","Hair Rollers","Hair Rollers","Hair Rollers","Hair Rollers",1,1,1,1,0,1,90,"Catalog (default)",,
hair_scissors,styling_tools,"Hair Scissors","Hair Scissors","Hair Scissors","Hair Scissors","Hair Scissors","Hair Scissors","Hair Scissors","Hair Scissors",1,1,1,1,0,1,90,"Catalog (default)",,
hair_straighteners,styling_tools,"Hair Straighteners","Hair Straighteners","Hair Straighteners","Hair Straighteners","Hair Straighteners","Hair Straighteners","Hair Straighteners","Hair Straighteners",1,1,1,1,0,1,90,"Catalog (default)",,
multistyler,styling_tools,Multistyler,Multistyler,Multistyler,Multistyler,Multistyler,Multistyler,Multistyler,Multistyler,1,1,1,1,0,1,90,"Catalog (default)",,
